scenario,case_id,case_class,auth_scope,query_suffix,raw_path,request_path,request_body
url_typo,url_typo_022,public-announcements-query-sort-typo,,,/api/public/announcements?keyword=union%20select&sort=latset&size=5,,
url_typo,url_typo_023,public-announcements-query-size-typo,,,/api/public/announcements?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,
url_typo,url_typo_024,public-announcements-query-attack-union,,,/api/public/announcements?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,
url_typo,url_typo_025,public-announcements-query-attack-dotdot,,,/api/public/announcements?keyword=..%2Fadmin&sort=latest&size=5,,
url_typo,url_typo_026,public-events-segment-transpose,,,/api/public/acaedmic-events,,
url_typo,url_typo_027,public-events-segment-drop,,,/api/public/acaemic-events,,
url_typo,url_typo_028,public-events-segment-singular,,,/api/public/academic-event,,
url_typo,url_typo_029,public-events-api-double-slash,,,/api//public/academic-events,,
url_typo,url_typo_030,public-events-before-last-double-slash,,,/api/public//academic-events,,
url_typo,url_typo_031,public-events-api-uppercase,,,/API/public/academic-events,,
url_typo,url_typo_032,public-events-middle-titlecase,,,/api/Public/academic-events,,
url_typo,url_typo_033,public-events-last-titlecase,,,/api/public/Academic-events,,
url_typo,url_typo_034,public-events-append-slash,,,/api/public/academic-events/,,
url_typo,url_typo_035,public-events-append-double-slash,,,/api/public/academic-events//,,
url_typo,url_typo_036,public-events-append-dot-segment,,,/api/public/academic-events/..;/,,
url_typo,url_typo_037,public-events-append-dot-semicolon,,,/api/public/academic-events/.;/,,
url_typo,url_typo_038,public-events-append-encoded-dot-segment,,,/api/public/academic-events/%2e%2e;/,,
url_typo,url_typo_039,public-events-append-encoded-dot,,,/api/public/academic-events/%2e/,,
url_typo,url_typo_040,public-events-append-space-encoded,,,/api/public/academic-events%20,,
url_typo,url_typo_041,public-events-append-json-ext,,,/api/public/academic-events.json,,
url_typo,url_typo_042,public-events-append-semicolon,,,/api/public/academic-events;,,
url_typo,url_typo_043,public-events-append-encoded-parent,,,/api/public/academic-events..%2f,,
url_typo,url_typo_044,public-events-api-letter-swap,,,/aip/public/academic-events,,
url_typo,url_typo_045,public-events-api-digit-sub,,,/ap1/public/academic-events,,
url_typo,url_typo_046,public-events-query-keyword-typo,,,/api/public/academic-events?keywrod=select%20%EB%AC%B8%20%EC%A0%95%EB%A6%AC&sort=latest&size=5,,
url_typo,url_typo_047,public-events-query-sort-typo,,,/api/public/academic-events?keyword=union%20select&sort=latset&size=5,,
url_typo,url_typo_048,public-events-query-size-typo,,,/api/public/academic-events?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,
url_typo,url_typo_049,public-events-query-attack-union,,,/api/public/academic-events?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,
url_typo,url_typo_050,public-events-query-attack-dotdot,,,/api/public/academic-events?keyword=..%2Fadmin&sort=latest&size=5,,
url_typo,url_typo_051,board-posts-segment-transpose,,,/api/board/posst,,
url_typo,url_typo_052,board-posts-segment-drop,,,/api/board/poss,,
url_typo,url_typo_053,board-posts-segment-singular,,,/api/board/post,,
url_typo,url_typo_054,board-posts-api-double-slash,,,/api//board/posts,,
url_typo,url_typo_055,board-posts-before-last-double-slash,,,/api/board//posts,,
url_typo,url_typo_056,board-posts-api-uppercase,,,/API/board/posts,,
url_typo,url_typo_057,board-posts-middle-titlecase,,,/api/Board/posts,,
url_typo,url_typo_058,board-posts-last-titlecase,,,/api/board/Posts,,
url_typo,url_typo_059,board-posts-append-slash,,,/api/board/posts/,,
url_typo,url_typo_060,board-posts-append-double-slash,,,/api/board/posts//,,
url_typo,url_typo_061,board-posts-append-dot-segment,,,/api/board/posts/..;/,,
url_typo,url_typo_062,board-posts-append-dot-semicolon,,,/api/board/posts/.;/,,
url_typo,url_typo_063,board-posts-append-encoded-dot-segment,,,/api/board/posts/%2e%2e;/,,
url_typo,url_typo_064,board-posts-append-encoded-dot,,,/api/board/posts/%2e/,,
url_typo,url_typo_065,board-posts-append-space-encoded,,,/api/board/posts%20,,
url_typo,url_typo_066,board-posts-append-json-ext,,,/api/board/posts.json,,
url_typo,url_typo_067,board-posts-append-semicolon,,,/api/board/posts;,,
url_typo,url_typo_068,board-posts-append-encoded-parent,,,/api/board/posts..%2f,,
url_typo,url_typo_069,board-posts-api-letter-swap,,,/aip/board/posts,,
url_typo,url_typo_070,board-posts-api-digit-sub,,,/ap1/board/posts,,
url_typo,url_typo_071,board-posts-query-keyword-typo,,,/api/board/posts?keywrod=select%20%EB%AC%B8%20%EC%A0%95%EB%A6%AC&sort=latest&size=5,,
url_typo,url_typo_072,board-posts-query-sort-typo,,,/api/board/posts?keyword=union%20select&sort=latset&size=5,,
url_typo,url_typo_073,board-posts-query-size-typo,,,/api/board/posts?keyword=script%20%ED%83%9C%EA%B7%B8&siize=5&sort=latest,,
url_typo,url_typo_074,board-posts-query-attack-union,,,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&size=5,,
url_typo,url_typo_075,board-posts-query-attack-dotdot,,,/api/board/posts?keyword=..%2Fadmin&sort=latest&size=5,,
url_typo,url_typo_076,board-search-segment-transpose,,,/api/board/posst?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_077,board-search-segment-drop,,,/api/board/poss?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_078,board-search-segment-singular,,,/api/board/post?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_079,board-search-api-double-slash,,,/api//board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_080,board-search-before-last-double-slash,,,/api/board//posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_081,board-search-api-uppercase,,,/API/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_082,board-search-middle-titlecase,,,/api/Board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_083,board-search-last-titlecase,,,/api/board/Posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_084,board-search-append-slash,,,/api/board/posts/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_085,board-search-append-double-slash,,,/api/board/posts//?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_086,board-search-append-dot-segment,,,/api/board/posts/..;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_087,board-search-append-dot-semicolon,,,/api/board/posts/.;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_088,board-search-append-encoded-dot-segment,,,/api/board/posts/%2e%2e;/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_089,board-search-append-encoded-dot,,,/api/board/posts/%2e/?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_090,board-search-append-space-encoded,,,/api/board/posts%20?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_091,board-search-append-json-ext,,,/api/board/posts.json?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_092,board-search-append-semicolon,,,/api/board/posts;?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_093,board-search-append-encoded-parent,,,/api/board/posts..%2f?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_094,board-search-api-letter-swap,,,/aip/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_095,board-search-api-digit-sub,,,/ap1/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&size=5,,
url_typo,url_typo_096,board-search-query-keyword-typo,,,/api/board/posts?sort=latest&size=5&keywrod=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4,,
url_typo,url_typo_097,board-search-query-sort-typo,,,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latset&size=5,,
url_typo,url_typo_098,board-search-query-size-typo,,,/api/board/posts?keyword=%EC%99%80%EC%9D%B4%ED%8C%8C%EC%9D%B4&sort=latest&siize=5,,
url_typo,url_typo_099,board-search-query-attack-union,,,/api/board/posts?keyword=union%20select%20password%20from%20users--&sort=latest&size=5&variant=board-search,,
url_typo,url_typo_100,board-search-query-attack-dotdot,,,/api/board/posts?keyword=..%2Fadmin&sort=latest&size=5&variant=board-search,,
board_search_expanded,board_search_exp_001,normal,,?keyword=wifi&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_002,normal,,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%9A%B4%EC%98%81%EC%8B%9C%EA%B0%84&sort=oldest&page=2&size=7,,,
board_search_expanded,board_search_exp_003,normal,,?keyword=%EB%84%A4%ED%8A%B8%EC%9B%8C%ED%81%AC%20%EC%A0%90%EA%B2%80&sort=latest&page=0&size=8,,,
board_search_expanded,board_search_exp_004,normal,,?keyword=%EA%B8%B0%EC%88%99%EC%82%AC%20%EC%B6%9C%EC%9E%85&sort=title&page=1&size=5,,,
board_search_expanded,board_search_exp_005,normal,,?keyword=%EC%9E%A5%ED%95%99%EA%B8%88%20%EC%8B%A0%EC%B2%AD&sort=oldest&page=2&size=6,,,
board_search_expanded,board_search_exp_006,normal,,?keyword=%EA%B0%95%EC%9D%98%EC%8B%A4%20%EB%83%89%EB%82%9C%EB%B0%A9&sort=latest&page=0&size=7,,,
board_search_expanded,board_search_exp_007,normal,,?keyword=%EC%88%98%EA%B0%95%EC%A0%95%EC%A0%95&sort=title&page=1&size=8,,,
board_search_expanded,board_search_exp_008,normal,,?keyword=%ED%9C%B4%ED%95%99%20%EC%8B%A0%EC%B2%AD&sort=oldest&page=2&size=5,,,
board_search_expanded,board_search_exp_009,normal,,?keyword=%EB%B3%B5%ED%95%99%20%EC%A0%88%EC%B0%A8&sort=latest&page=0&size=6,,,
board_search_expanded,board_search_exp_010,normal,,?keyword=%EB%8F%99%EC%95%84%EB%A6%AC%20%EB%B0%95%EB%9E%8C%ED%9A%8C&sort=title&page=1&size=7,,,
board_search_expanded,board_search_exp_011,normal,,?keyword=%EA%B5%90%EB%82%B4%20%EC%9E%A5%ED%84%B0&sort=oldest&page=2&size=8,,,
board_search_expanded,board_search_exp_012,normal,,?keyword=%ED%94%84%EB%A6%B0%ED%84%B0%20%EA%B3%A0%EC%9E%A5&sort=latest&page=0&size=5,,,
board_search_expanded,board_search_exp_013,normal,,?keyword=%EB%8F%84%EC%84%9C%EA%B4%80%20%EC%A2%8C%EC%84%9D&sort=title&page=1&size=6,,,
board_search_expanded,board_search_exp_014,normal,,?keyword=%EC%A1%B8%EC%97%85%20%EC%9A%94%EA%B1%B4&sort=oldest&page=2&size=7,,,
board_search_expanded,board_search_exp_015,normal,,?keyword=%EA%B3%84%EC%A0%88%ED%95%99%EA%B8%B0&sort=latest&page=0&size=8,,,
